*** New Session***
03-11-2021 11:05:26
Product Name: Forerunner
236525015 : Rx: [00][FF][FF][FF][5C][AB][4B][68]
236525250 : Rx: [00][FF][FF][FF][5C][AB][4B][68]
236525500 : Rx: [00][FF][FF][FF][AA][AD][4C][68]
236525750 : Rx: [80][FF][FF][FF][AA][AD][4C][68]
236526000 : Rx: [80][FF][FF][FF][AA][AD][4C][68]
236526234 : Rx: [80][FF][FF][FF][F8][AF][4D][68]
236526484 : Rx: [80][FF][FF][FF][F8][AF][4D][68]
236526734 : Rx fail
236526984 : Rx fail
236527218 : Rx: [03][FF][AE][FF][94][B4][4F][68]
236527468 : Rx: [03][FF][AE][FF][94][B4][4F][68]
236527718 : Rx fail
236527968 : Rx: [80][FF][FF][FF][E2][B6][50][68]
236528203 : Rx: [80][FF][FF][FF][E2][B6][50][68]
236528453 : Rx: [80][FF][FF][FF][30][B9][51][68]
236528703 : Rx: [00][FF][FF][FF][30][B9][51][68]
236528953 : Rx: [00][FF][FF][FF][7E][BB][52][68]
236529203 : Rx: [00][FF][FF][FF][7E][BB][52][68]
236529437 : Rx: [00][FF][FF][FF][7E][BB][52][68]
236529687 : Rx: [80][FF][FF][FF][C7][BD][53][69]
236529937 : Rx: [80][FF][FF][FF][C7][BD][53][69]
236530187 : Rx: [80][FF][FF][FF][10][C0][54][69]
236530421 : Rx: [80][FF][FF][FF][10][C0][54][69]
236530671 : Rx: [00][FF][FF][FF][59][C2][55][69]
236530921 : Rx: [00][FF][FF][FF][59][C2][55][6A]
236531171 : Rx: [00][FF][FF][FF][59][C2][55][6A]
236531406 : Rx: [00][FF][FF][FF][9C][C4][56][6A]
236531656 : Rx: [80][FF][FF][FF][9C][C4][56][6A]
236531906 : Rx: [80][FF][FF][FF][D4][C6][57][6C]
236532156 : Rx: [80][FF][FF][FF][D4][C6][57][6C]
236532390 : Rx: [80][FF][FF][FF][0C][C9][58][6C]
236532640 : Rx: [00][FF][FF][FF][0C][C9][58][6C]
236532890 : Rx: [00][FF][FF][FF][44][CB][59][6C]
236533140 : Rx: [00][FF][FF][FF][44][CB][59][6C]
236533375 : Rx fail
236533625 : Rx: [80][FF][FF][FF][7C][CD][5A][6C]
236533875 : Rx: [80][FF][FF][FF][7C][CD][5A][6E]
236534125 : Rx: [80][FF][FF][FF][AA][CF][5B][6E]
236534375 : Rx: [80][FF][FF][FF][AA][CF][5B][6E]
236534609 : Rx: [00][FF][FF][FF][D8][D1][5C][6E]
236534859 : Rx: [00][FF][FF][FF][D8][D1][5C][6F]
236535109 : Rx: [00][FF][FF][FF][01][D4][5D][6F]
236535359 : Rx: [00][FF][FF][FF][01][D4][5D][6F]
236535593 : Rx fail
236535843 : Rx: [80][FF][FF][FF][2A][D6][5E][6F]
236536093 : Rx: [80][FF][FF][FF][2A][D6][5E][6F]
236536343 : Rx: [80][FF][FF][FF][53][D8][5F][6F]
236536578 : Rx: [00][FF][FF][FF][53][D8][5F][6F]
236536828 : Rx: [00][FF][FF][FF][72][DA][60][71]
236537078 : Rx: [00][FF][FF][FF][72][DA][60][71]
236537328 : Rx fail
236537562 : Rx fail
236537812 : Rx fail
236538062 : Rx fail
236538312 : Rx: [80][FF][FF][FF][CF][E0][63][71]
236538562 : Rx: [00][FF][FF][FF][CF][E0][63][71]
236538796 : Rx fail
236539046 : Rx fail
236539296 : Rx: [00][FF][FF][FF][E9][E2][64][72]
236539546 : Rx: [80][FF][FF][FF][03][E5][65][72]
236539781 : Rx: [80][FF][FF][FF][03][E5][65][72]
236540031 : Rx: [80][FF][FF][FF][1D][E7][66][72]
236540281 : Rx: [80][FF][FF][FF][1D][E7][66][72]
236540531 : Rx: [00][FF][FF][FF][37][E9][67][72]
236540765 : Rx: [00][FF][FF][FF][37][E9][67][72]
236541015 : Rx: [00][FF][FF][FF][51][EB][68][72]
236541265 : Rx: [00][FF][FF][FF][51][EB][68][72]
236541515 : Rx: [80][FF][FF][FF][6B][ED][69][72]
236541750 : Rx: [80][FF][FF][FF][6B][ED][69][73]
236542000 : Rx: [80][FF][FF][FF][81][EF][6A][73]
236542250 : Rx: [80][FF][FF][FF][81][EF][6A][73]
236542500 : Rx: [00][FF][FF][FF][97][F1][6B][73]
236542734 : Rx: [00][FF][FF][FF][97][F1][6B][73]
236542984 : Rx: [00][FF][FF][FF][AD][F3][6C][73]
236543234 : Rx: [00][FF][FF][FF][AD][F3][6C][73]
236543484 : Rx: [89][FD][FF][FF][AD][F3][6C][73]
236543718 : Rx: [89][FD][FF][FF][C3][F5][6D][73]
236543968 : Rx: [89][FD][FF][FF][C3][F5][6D][73]
236544218 : Rx: [89][FD][FF][FF][D9][F7][6E][73]
236544468 : Rx: [00][FF][FF][FF][D9][F7][6E][73]
236544718 : Rx: [00][FF][FF][FF][EF][F9][6F][73]
236544953 : Rx: [00][FF][FF][FF][EF][F9][6F][72]
236545203 : Rx: [00][FF][FF][FF][09][FC][70][72]
236545453 : Rx fail
236545703 : Rx: [80][FF][FF][FF][23][FE][71][72]
236545937 : Rx: [80][FF][FF][FF][23][FE][71][72]
236546187 : Rx: [80][FF][FF][FF][3D][00][72][72]
236546437 : Rx: [00][FF][FF][FF][3D][00][72][72]
236546687 : Rx: [00][FF][FF][FF][57][02][73][72]
236546921 : Rx: [00][FF][FF][FF][57][02][73][71]
236547171 : Rx: [00][FF][FF][FF][76][04][74][71]
236547421 : Rx: [80][FF][FF][FF][76][04][74][71]
236547671 : Rx: [80][FF][FF][FF][76][04][74][71]
236547906 : Rx: [80][FF][FF][FF][9A][06][75][70]
236548156 : Rx: [80][FF][FF][FF][9A][06][75][70]
236548406 : Rx: [00][FF][FF][FF][BE][08][76][70]
236548656 : Rx: [00][FF][FF][FF][BE][08][76][70]
236548890 : Rx: [00][FF][FF][FF][E7][0A][77][6F]
236549140 : Rx: [00][FF][FF][FF][E7][0A][77][6F]
236549390 : Rx fail
236549640 : Rx: [80][FF][FF][FF][10][0D][78][6F]
236549890 : Rx: [80][FF][FF][FF][3E][0F][79][6E]
236550125 : Rx: [80][FF][FF][FF][3E][0F][79][6E]
236550375 : Rx fail
236550625 : Rx: [00][FF][FF][FF][6C][11][7A][6E]
236550875 : Rx: [00][FF][FF][FF][6C][11][7A][6E]
236551109 : Rx: [00][FF][FF][FF][9A][13][7B][6E]
236551359 : Rx: [80][FF][FF][FF][9A][13][7B][6E]
236551609 : Rx: [80][FF][FF][FF][C8][15][7C][6E]
236551859 : Rx: [80][FF][FF][FF][C8][15][7C][6E]
236552093 : Rx: [80][FF][FF][FF][F6][17][7D][6E]
236552343 : Rx: [00][FF][FF][FF][F6][17][7D][6E]
236552593 : Rx: [00][FF][FF][FF][24][1A][7E][6E]
236552843 : Rx: [00][FF][FF][FF][24][1A][7E][6E]
236553078 : Rx: [00][FF][FF][FF][24][1A][7E][6E]
236553328 : Rx: [80][FF][FF][FF][52][1C][7F][6E]
236553578 : Rx: [80][FF][FF][FF][52][1C][7F][6E]
236553828 : Rx: [80][FF][FF][FF][80][1E][80][6E]
236554062 : Rx: [80][FF][FF][FF][80][1E][80][6E]
236554312 : Rx: [00][FF][FF][FF][AE][20][81][6E]
236554562 : Rx: [00][FF][FF][FF][AE][20][81][6E]
236554812 : Rx: [00][FF][FF][FF][DC][22][82][6E]
236555062 : Rx: [00][FF][FF][FF][DC][22][82][6E]
236555296 : Rx fail
236555546 : Rx: [80][FF][FF][FF][0A][25][83][6E]
236555796 : Rx: [80][FF][FF][FF][0A][25][83][6D]
236556046 : Rx: [80][FF][FF][FF][3D][27][84][6D]
236556281 : Rx: [00][FF][FF][FF][3D][27][84][6D]
236556531 : Rx: [00][FF][FF][FF][70][29][85][6D]
236556781 : Rx: [00][FF][FF][FF][70][29][85][6C]
236557031 : Rx fail
236557265 : Rx fail
236557515 : Rx: [80][FF][FF][FF][A8][2B][86][6C]
236557765 : Rx: [80][FF][FF][FF][E0][2D][87][6C]
236558015 : Rx fail
236558250 : Rx fail
236558500 : Rx fail
236558750 : Rx: [00][FF][FF][FF][50][32][89][6C]
236559000 : Rx: [00][FF][FF][FF][50][32][89][6C]
236559234 : Rx: [80][FF][FF][FF][88][34][8A][6C]
236559484 : Rx: [80][FF][FF][FF][88][34][8A][6C]
